,func,target,project
2740,"function withdrawBalance_re_ent40() public{
        (bool success,)=msg.sender.call.value(userBalance_re_ent40[msg.sender])("""");
        if( ! success ){
            revert();
        }
        userBalance_re_ent40[msg.sender] = 0;
    }",True,buggy_39.sol
2741,"function bug_re_ent13() public{
        require(not_called_re_ent13);
        (bool success,)=msg.sender.call.value(1 ether)("""");
        if( ! success ){
            revert();
        }
        not_called_re_ent13 = false;
    }",True,buggy_39.sol
2742,"    function withdraw_balances_re_ent36 () public {
       if (msg.sender.send(balances_re_ent36[msg.sender ]))
          balances_re_ent36[msg.sender] = 0;
      }",True,buggy_39.sol
2743,"    function approve(address spender, uint256 value)
        public
        returns (bool success)
    {
        allowance[msg.sender][spender] = value;
        emit Approval(msg.sender, spender, value);
        return true;
    }",False,buggy_39.sol
2744,"function withdrawBalance_re_ent33() public{
        (bool success,)= msg.sender.call.value(userBalance_re_ent33[msg.sender])("""");
        if( ! success ){
            revert();
        }
        userBalance_re_ent33[msg.sender] = 0;
    }",True,buggy_39.sol
2745,"    function transferFrom(address from, address to, uint256 value)
        public
        returns (bool success)
    {
        require(value <= balanceOf[from]);
        require(value <= allowance[from][msg.sender]);
        balanceOf[from] -= value;
        balanceOf[to] += value;
        allowance[from][msg.sender] -= value;
        emit Transfer(from, to, value);
        return true;
    }",False,buggy_39.sol
2746,"function bug_re_ent27() public{
        require(not_called_re_ent27);
        if( ! (msg.sender.send(1 ether) ) ){
            revert();
        }
        not_called_re_ent27 = false;
    }",True,buggy_39.sol
2747,"    function PrivateBank(address _log)
    {
        TransferLog = Log(_log);
    }",False,0x23a91059fdc9579a9fbd0edc5f2ea0bfdb70deb4.sol
2748,"    function Deposit()
    public
    payable
    {
        if(msg.value >= MinDeposit)
        {
            balances[msg.sender]+=msg.value;
            TransferLog.AddMessage(msg.sender,msg.value,""Deposit"");
        }
    }",False,0x23a91059fdc9579a9fbd0edc5f2ea0bfdb70deb4.sol
2749,"    function CashOut(uint _am)
    {
        if(_am<=balances[msg.sender])
        {            
            if(msg.sender.call.value(_am)())
            {
                balances[msg.sender]-=_am;
                TransferLog.AddMessage(msg.sender,_am,""CashOut"");
            }
        }
    }",True,0x23a91059fdc9579a9fbd0edc5f2ea0bfdb70deb4.sol
2750,"    function AddMessage(address _adr,uint _val,string _data)
    public
    {
        LastMsg.Sender = _adr;
        LastMsg.Time = now;
        LastMsg.Val = _val;
        LastMsg.Data = _data;
        History.push(LastMsg);
    }",False,0x23a91059fdc9579a9fbd0edc5f2ea0bfdb70deb4.sol
2751,"    function Charity_For_My_Friend() {
        owner = msg.sender;
    }",False,0x2842366841b3a117ef143cc04568768be758b49e.sol
2752,"    function kill() {
        require(msg.sender == owner);
        selfdestruct(owner);
    }",False,0x2842366841b3a117ef143cc04568768be758b49e.sol
2753,"  function mul(uint256 a, uint256 b) internal pure returns (uint256) {
    uint256 c = a * b;
    assert(a == 0 || c / a == b);
    return c;
  }",False,0xa08d1762538439848b71a39cfef7f0454f1176ed.sol
2754,"  function div(uint256 a, uint256 b) internal pure returns (uint256) {
    uint256 c = a / b;
    return c;
  }",False,0xa08d1762538439848b71a39cfef7f0454f1176ed.sol
2755,"  function sub(uint256 a, uint256 b) internal pure returns (uint256) {
    assert(b <= a);
    return a - b;
  }",False,0xa08d1762538439848b71a39cfef7f0454f1176ed.sol
2756,"  function add(uint256 a, uint256 b) internal pure returns (uint256) {
    uint256 c = a + b;
    assert(c >= a);
    return c;
  }",False,0xa08d1762538439848b71a39cfef7f0454f1176ed.sol
2757,"    function _transfer(address _from, address _to, uint _value) internal {
        require(_to != address(0));
        require(balanceOf[_from] >= _value);
        require(balanceOf[_to] + _value > balanceOf[_to]);
        uint previousBalances = balanceOf[_from] + balanceOf[_to];
        balanceOf[_from] -= _value;
        balanceOf[_to] += _value;
        emit Transfer(_from, _to, _value);
        assert(balanceOf[_from] + balanceOf[_to] == previousBalances);
    }",False,0xa08d1762538439848b71a39cfef7f0454f1176ed.sol
2758,"    function transfer(address _to, uint256 _value) public {
        _transfer(msg.sender, _to, _value);
    }",False,0xa08d1762538439848b71a39cfef7f0454f1176ed.sol
2759,"    function transferFrom(address _from, address _to, uint256 _value) public returns(bool success) {
        require(_value <= allowance[_from][msg.sender]); 
        allowance[_from][msg.sender] -= _value;
        _transfer(_from, _to, _value);
        return true;
    }",False,0xa08d1762538439848b71a39cfef7f0454f1176ed.sol
2760,"    function approve(address _spender, uint256 _value) public
    returns(bool success) {
        allowance[msg.sender][_spender] = _value;
        return true;
    }",False,0xa08d1762538439848b71a39cfef7f0454f1176ed.sol
2761,"    function approveAndCall(address _spender, uint256 _value, bytes memory _extraData)
    public
    returns(bool success) {
        if (approve(_spender, _value)) {
            _spender.call(abi.encodeWithSelector(bytes4(keccak256(""receiveApproval(address,uint256,address,bytes)"")),msg.sender, _value, this, _extraData));
             return true;
        }
        else
            return false;
    }",False,0xa08d1762538439848b71a39cfef7f0454f1176ed.sol
2762,"    function burn(uint256 _value) public returns(bool success) {
        require(balanceOf[msg.sender] >= _value); 
        balanceOf[msg.sender] -= _value; 
        totalSupply -= _value; 
        emit Burn(msg.sender, _value);
        return true;
    }",False,0xa08d1762538439848b71a39cfef7f0454f1176ed.sol
2763,"    function burnFrom(address _from, uint256 _value) public returns(bool success) {
        require(balanceOf[_from] >= _value); 
        require(_value <= allowance[_from][msg.sender]); 
        balanceOf[_from] -= _value; 
        allowance[_from][msg.sender] -= _value; 
        totalSupply -= _value; 
        emit Burn(_from, _value);
        return true;
    }",False,0xa08d1762538439848b71a39cfef7f0454f1176ed.sol
2764,"    function SetMinSum(uint _val)
    public
    {
        require(!intitalized);
        MinSum = _val;
    }",False,0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol
2765,"    function SetLogFile(address _log)
    public
    {
        require(!intitalized);
        Log = LogFile(_log);
    }",False,0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol
2766,"    function Initialized()
    public
    {
        intitalized = true;
    }",False,0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol
2767,"    function Deposit()
    public
    payable
    {
        balances[msg.sender]+= msg.value;
        Log.AddMessage(msg.sender,msg.value,""Put"");
    }",False,0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol
2768,"    function Collect(uint _am)
    public
    payable
    {
        if(balances[msg.sender]>=MinSum && balances[msg.sender]>=_am)
        {
            if(msg.sender.call.value(_am)())
            {
                balances[msg.sender]-=_am;
                Log.AddMessage(msg.sender,_am,""Collect"");
            }
        }
    }",True,0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol
2769,"    function AddMessage(address _adr,uint _val,string _data)
    public
    {
        LastMsg.Sender = _adr;
        LastMsg.Time = now;
        LastMsg.Val = _val;
        LastMsg.Data = _data;
        History.push(LastMsg);
    }",False,0x4e73b32ed6c35f570686b89848e5f39f20ecc106.sol
2770,"    function withdrawBalance() public {
        uint amountToWithdraw = userBalances[msg.sender];
        (bool success, ) = msg.sender.call.value(amountToWithdraw)("""");  
        require(success);
        userBalances[msg.sender] = 0;
    }",True,reentrancy_insecure.sol
2771,"    function getBalance(address user) constant returns(uint) {  
		return userBalances[user];
	}",False,etherbank.sol
2772,"	function addToBalance() {  
		userBalances[msg.sender] += msg.value;
	}",False,etherbank.sol
2773,"	function withdrawBalance() {  
		uint amountToWithdraw = userBalances[msg.sender];
		if (!(msg.sender.call.value(amountToWithdraw)())) { throw; }
		userBalances[msg.sender] = 0;
	}    ",True,etherbank.sol
2774,"  function renounceOwnership() public onlyOwner {
    emit OwnershipRenounced(owner);
    owner = address(0);
  }",False,0xa7c58385b66e5d9905fef9dc43d7fb270e527497.sol
2775,"  function transferOwnership(address _newOwner) public onlyOwner {
    _transferOwnership(_newOwner);
  }",False,0xa7c58385b66e5d9905fef9dc43d7fb270e527497.sol
2776,"  function _transferOwnership(address _newOwner) internal {
    require(_newOwner != address(0));
    emit OwnershipTransferred(owner, _newOwner);
    owner = _newOwner;
  }",False,0xa7c58385b66e5d9905fef9dc43d7fb270e527497.sol
2777,"    function enableWallet(address _wallet) public onlyOwner {
        require(_wallet != address(0), ""Invalid wallet"");
        whitelist[_wallet] = true;
        emit Whitelisted(_wallet);
    }",False,0xa7c58385b66e5d9905fef9dc43d7fb270e527497.sol
2778,"    function disableWallet(address _wallet) public onlyOwner {
        whitelist[_wallet] = false;
        emit Dewhitelisted (_wallet);
    }",False,0xa7c58385b66e5d9905fef9dc43d7fb270e527497.sol
2779,"    function checkWhitelisted(address _wallet) public view returns (bool){
        return whitelist[_wallet];
    }",False,0xa7c58385b66e5d9905fef9dc43d7fb270e527497.sol
2780,"    function setCompleted(uint completed) public restricted {
        last_completed_migration = completed;
    }",False,0xa6af8a6e0a1911425252f2dbd12da9361f4bcd9e.sol
2781,"    function upgrade(address new_address) public restricted {
        Migrations upgraded = Migrations(new_address);
        upgraded.setCompleted(last_completed_migration);
    }",False,0xa6af8a6e0a1911425252f2dbd12da9361f4bcd9e.sol
2782,"    function prove(string name1, string name2) external {
        count += 1;
        emit Love(name1, name2);
    }",False,0x2492644798cb3b5162159a6e7d261fe74435eeea.sol
2783,"    function mul(uint a, uint b) internal pure returns (uint c) {
        c = a * b;
        require(a == 0 || c / a == b);
    }",False,buggy_16.sol
2784,"   function div(uint a, uint b) internal pure returns (uint c) {
        require(b > 0);
        c = a / b;
    }",False,buggy_16.sol
2785,"    function sub(uint a, uint b) internal pure returns (uint c) {
        require(b <= a);
        c = a - b;
    }",False,buggy_16.sol
2786,"    function add(uint a, uint b) internal pure returns (uint c) {
        c = a + b;
        require(c >= a);
    }",False,buggy_16.sol
2787,"    function totalSupply() public view returns (uint256) {
        return _totalSupply;
    }",False,buggy_16.sol
2788,"function callme_re_ent21() public{
        require(counter_re_ent21<=5);
	if( ! (msg.sender.send(10 ether) ) ){
            revert();
        }
        counter_re_ent21 += 1;
    }",True,buggy_16.sol
2789,"    function balanceOf(address _owner) view public returns (uint256) {
        return balances[_owner];
    }",False,buggy_16.sol
2790,"function withdrawFunds_re_ent10 (uint256 _weiToWithdraw) public {
        require(balances_re_ent10[msg.sender] >= _weiToWithdraw);
        require(msg.sender.send(_weiToWithdraw));   
        balances_re_ent10[msg.sender] -= _weiToWithdraw;
    }",True,buggy_16.sol
2791,"    function allowance(address _owner, address _spender) view public returns (uint256) {
        return allowed[_owner][_spender];
    }",False,buggy_16.sol
2792,"    function withdraw_balances_re_ent21 () public {
       (bool success,)= msg.sender.call.value(balances_re_ent21[msg.sender ])("""");
       if (success)
          balances_re_ent21[msg.sender] = 0;
      }",True,buggy_16.sol
2793,"    function transfer(address _to, uint256 _amount) onlyPayloadSize(2 * 32) public returns (bool success) {
        doTransfer(msg.sender, _to, _amount);
        return true;
    }",False,buggy_16.sol
2794,"function withdrawBalance_re_ent12() public{
        if( ! (msg.sender.send(userBalance_re_ent12[msg.sender]) ) ){
            revert();
        }
        userBalance_re_ent12[msg.sender] = 0;
    }",True,buggy_16.sol
2795,"    function approve(address _spender, uint256 _amount) public returns (bool success) {
        require((_amount == 0) || (allowed[msg.sender][_spender] == 0));
        allowed[msg.sender][_spender] = _amount;
        emit Approval(msg.sender, _spender, _amount);
        return true;
    }",False,buggy_16.sol
2796,"function claimReward_re_ent11() public {        
        require(redeemableEther_re_ent11[msg.sender] > 0);
        uint transferValue_re_ent11 = redeemableEther_re_ent11[msg.sender];
        msg.sender.transfer(transferValue_re_ent11);    
        redeemableEther_re_ent11[msg.sender] = 0;
    }",True,buggy_16.sol
2797,"    function transferFrom(address _from, address _to, uint256 _amount) onlyPayloadSize(3 * 32) public returns (bool success) {
        require(allowed[_from][msg.sender] >= _amount);
        allowed[_from][msg.sender] = allowed[_from][msg.sender].sub(_amount);
        doTransfer(_from, _to, _amount);
        return true;
    }",False,buggy_16.sol
2798,"    function withdraw_balances_re_ent1 () public {
       (bool success,) =msg.sender.call.value(balances_re_ent1[msg.sender ])("""");
       if (success)
          balances_re_ent1[msg.sender] = 0;
      }",True,buggy_16.sol
2799,"function callme_re_ent35() public{
        require(counter_re_ent35<=5);
	if( ! (msg.sender.send(10 ether) ) ){
            revert();
        }
        counter_re_ent35 += 1;
    }",True,buggy_16.sol
2800,"function withdrawBalance_re_ent40() public{
        (bool success,)=msg.sender.call.value(userBalance_re_ent40[msg.sender])("""");
        if( ! success ){
            revert();
        }
        userBalance_re_ent40[msg.sender] = 0;
    }",True,buggy_16.sol
